id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0572,POL-0278,ASE-0240,PRV-0010,VEH-0374,DMH-3765,Vehículos,Robo,2021-07-08,2021-07-15,7,2,-321,31248.65,34134.96,34134.96,8990.36,Pago Total,Guayaquil,Robo del vehículo en el sector comercial de Av. Juan Tanca Marengo. El asegurado indica que dejó el auto por aproximadamente 2 horas y al regresar ya no se encontraba. No hay evidencia de forzamiento.,No,No,4,1,Sí,83,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (4 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (7 días),6,1
SIN-0573,POL-0177,ASE-0115,PRV-0016,VEH-0227,JKN-0179,Vehículos,Volcadura,2023-12-28,2023-12-29,1,1268,-903,16524.92,16706.19,9976.49,37065.26,Pago Parcial,Riobamba,El vehículo perdió el control en la vía Vía Principal y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 01:29 según el reporte policial.,No,No,1,1,No,25,Verde,Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0574,POL-0001,ASE-0033,PRV-0011,,,Vida,Invalidez Total,2025-03-29,2025-03-30,1,1909,-1544,38967.48,34030.1,18061.3,38796.87,Pago Parcial,Cuenca,Impacto posterior en el sector de Av. Solano durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0575,POL-0289,ASE-0087,PRV-0013,VEH-0240,WRY-6258,Vehículos,Pérdida Total,2024-02-01,2024-02-03,2,206,159,18342.66,19684.01,0.0,32101.63,Negativa,Guayaquil,El vehículo sufrió daños de consideración al precipitarse en la vía Av. Carlos Julio Arosemena. El informe del perito establece que los costos de reparación superan el valor comercial del vehículo.,Sí,No,0,1,No,26,Verde,Demora denuncia robo 24-48h,1,0
SIN-0576,POL-0188,ASE-0007,PRV-0011,,,Vida,Enfermedades Graves,2024-09-29,2024-09-29,0,981,-616,12210.76,12088.09,4994.11,13137.09,Anticipo,Ambato,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. 12 de Noviembre.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0577,POL-0148,ASE-0022,PRV-0051,,,Vida,Enfermedades Graves,2024-03-24,2024-03-24,0,197,168,32123.42,26854.4,19234.72,29031.41,Pago Parcial,Ambato,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Calle Sucre. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0578,POL-0084,ASE-0002,PRV-0059,VEH-0299,XYA-5314,Vehículos,Volcadura,2023-06-14,2023-06-15,1,-44,409,16158.39,13936.82,13936.82,35572.22,Pago Total,Guayaquil,El vehículo perdió el control en la vía Av. Francisco de Orellana y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 18:53 según el reporte policial.,No,Sí,2,0,No,57,Amarillo,2 siniestros previos del asegurado | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | ⚠️ Documentos inconsistentes detectados,4,0
SIN-0579,POL-0079,ASE-0101,PRV-0035,,,Generales,Incendio Comercial,2023-01-15,2023-01-15,0,734,-369,12031.71,10869.06,0.0,12146.73,Reserva,Quito,Siniestro ocurrido en la autopista Calle Colón. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,14,Verde,Ninguna,0,0
SIN-0580,POL-0064,ASE-0179,PRV-0029,,,Salud,Maternidad,2023-01-03,2023-01-03,0,30,824,2081.24,2209.58,0.0,19936.88,Liquidado,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Blvd. del Malecón. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,26,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0581,POL-0264,ASE-0029,PRV-0001,,,Hogar,Responsabilidad Civil,2023-08-08,2023-08-09,1,985,-620,17279.92,16525.07,0.0,30218.68,Reserva,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. del Bombero. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0582,POL-0156,ASE-0173,PRV-0006,,,Vehículos,Volcadura,2023-06-15,2023-06-30,15,711,-346,8321.97,8158.39,8158.39,28973.94,Pago Total,Guayaquil,El vehículo perdió el control en la vía Av. 9 de Octubre y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 03:09 según el reporte policial.,No,No,2,3,No,97,Rojo,2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (15 días),6,1
SIN-0583,POL-0193,ASE-0196,PRV-0048,VEH-0236,LKP-8157,Vehículos,Pérdida Total,2022-04-15,2022-04-16,1,20,-583,12475.09,11104.77,11104.77,57617.79,Pago Total,Loja,Accidente de tránsito en la vía Calle Central con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,1,1,No,58,Amarillo,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h,2,1
SIN-0584,POL-0086,ASE-0023,PRV-0020,VEH-0233,SWW-4000,Vehículos,Robo,2023-02-12,2023-02-12,0,352,13,39666.86,37381.48,37381.48,20703.28,Pago Total,Manta,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Av. Principal encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,1,1,No,11,Verde,Ninguna,0,0
SIN-0585,POL-0054,ASE-0239,PRV-0002,,,Salud,Emergencia,2023-05-15,2023-05-19,4,856,-491,346.19,315.84,0.0,27662.64,Reserva,Guayaquil,Colisión frontal en la vía Av. del Bombero cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,2,0,No,46,Amarillo,2 siniestros previos del asegurado | Reporte con demora moderada (4 días),2,0
SIN-0586,POL-0066,ASE-0158,PRV-0004,,,Salud,Hospitalización,2023-06-28,2023-06-30,2,12,-184,4362.96,3808.7,0.0,40676.28,Liquidado,Cuenca,Ingreso hospitalario de emergencia por cálculos renales severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,6,0,No,49,Amarillo,Reclamo entre 11-30 días de póliza | Alta frecuencia reclamos asegurado (6 siniestros),2,0
SIN-0587,POL-0268,ASE-0112,PRV-0025,VEH-0164,ZUU-9028,Vehículos,Choque,2021-06-17,2021-06-17,0,26,-396,7553.15,7883.34,0.0,12463.43,Negativa,Guayaquil,Colisión frontal en la vía Av. Carlos Julio Arosemena cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,4,No,56,Amarillo,Reclamo entre 11-30 días de póliza | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros,3,0
SIN-0588,POL-0058,ASE-0153,PRV-0031,VEH-0009,VHY-7155,Vehículos,Volcadura,2024-07-15,2024-07-17,2,530,-165,13075.03,11127.57,0.0,14456.57,Negativa,Guayaquil,El vehículo perdió el control en la vía Av. del Bombero y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 21:06 según el reporte policial.,Sí,No,0,0,No,16,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0589,POL-0108,ASE-0085,PRV-0034,VEH-0314,UGE-6910,Vehículos,Pérdida Total,2024-03-27,2024-03-29,2,-259,624,34785.52,36494.82,11344.05,21061.65,Anticipo,Guayaquil,El vehículo sufrió daños de consideración al precipitarse en la vía Av. del Bombero. El informe del perito establece que los costos de reparación superan el valor comercial del vehículo.,No,Sí,6,0,No,45,Amarillo,Demora denuncia robo 24-48h | Alta frecuencia reclamos asegurado (6 siniestros) | Proveedor con historial de casos observados | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,5,0
SIN-0590,POL-0215,ASE-0042,PRV-0010,VEH-0061,TRU-5679,Vehículos,Daño Parcial,2025-03-12,2025-03-12,0,439,-74,962.45,911.22,293.83,55752.24,Pago Parcial,Cuenca,Siniestro ocurrido en la autopista Av. Solano. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,Sí,10,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0591,POL-0210,ASE-0247,PRV-0054,,,Salud,Emergencia,2024-09-25,2024-09-25,0,1355,-990,1273.99,1375.55,0.0,22652.17,Reserva,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. del Bombero. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,0,Sí,24,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0592,POL-0100,ASE-0145,PRV-0051,,,Generales,Incendio Comercial,2025-04-29,2025-05-01,2,1752,-1387,16658.25,15861.32,0.0,22349.39,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Narcisa de Jesús.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0593,POL-0160,ASE-0099,PRV-0050,,,Salud,Cirugía,2023-08-26,2023-08-28,2,30,523,14957.7,12803.78,0.0,28785.89,Reserva,Guayaquil,Paciente sometido a intervención quirúrgica por apendicitis aguda. Procedimiento realizado sin complicaciones en el Hospital Hospital de los Valles. Período de recuperación estimado: 11 días.,Sí,No,1,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0594,POL-0110,ASE-0014,PRV-0008,,,Vida,Fallecimiento,2023-09-02,2023-09-02,0,977,-612,28817.13,25331.67,0.0,59607.99,Liquidado,Esmeraldas,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Vía Principal.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0595,POL-0220,ASE-0087,PRV-0046,VEH-0046,ZVC-4949,Vehículos,Pérdida Total,2025-02-23,2025-02-23,0,1448,-1083,38862.6,32264.97,0.0,19863.63,Cierre Sin Consecuencia,Guayaquil,Accidente de tránsito en la vía Av. Carlos Julio Arosemena con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0596,POL-0225,ASE-0198,PRV-0030,VEH-0334,HBW-8384,Vehículos,Responsabilidad Civil,2023-01-08,2023-01-10,2,854,-489,16837.2,15826.35,0.0,31128.05,Negativa,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. Francisco de Orellana. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0597,POL-0207,ASE-0052,PRV-0036,VEH-0312,VNJ-9753,Vehículos,Responsabilidad Civil,2024-06-11,2024-06-14,3,843,-478,1234.79,1032.81,0.0,9620.12,Liquidado,Manta,Colisión del asegurado contra un vehículo de servicio público en Redondel Central. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,No,No,0,0,No,47,Amarillo,Documentos incompletos,1,1
SIN-0598,POL-0215,ASE-0042,PRV-0035,VEH-0004,JVS-9167,Vehículos,Robo,2024-03-16,2024-03-18,2,78,287,44905.99,42113.39,42113.39,55752.24,Pago Total,Portoviejo,Sustracción del vehículo en el interior de un centro comercial de Av. 24 de Mayo. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,No,0,0,No,29,Verde,Demora denuncia robo 24-48h | Documentos incompletos,2,0
SIN-0599,POL-0235,ASE-0207,PRV-0002,,,Generales,Robo Equipos,2023-07-25,2023-07-26,1,923,-558,4878.58,5290.44,5290.44,10528.32,Pago Total,Quito,Impacto posterior en el sector de Av. 10 de Agosto durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0600,POL-0170,ASE-0245,PRV-0023,VEH-0289,DZM-7009,Vehículos,Volcadura,2025-02-06,2025-02-06,0,1321,-956,18141.76,16775.41,16775.41,21266.63,Pago Total,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. Carlos Julio Arosemena. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,No,No,2,2,No,49,Amarillo,2 siniestros previos del asegurado | 2 siniestros del mismo vehículo | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),4,1
SIN-0601,POL-0083,ASE-0165,PRV-0006,,,Salud,Emergencia,2023-10-17,2023-10-18,1,30,807,1483.18,1235.8,0.0,47957.94,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Francisco de Orellana.,Sí,No,0,0,No,26,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0602,POL-0246,ASE-0240,PRV-0029,VEH-0360,USU-8051,Vehículos,Choque,2023-05-19,2023-05-20,1,809,-444,2474.87,2089.77,2089.77,42628.18,Pago Total,Guayaquil,Siniestro ocurrido en la autopista Av. 9 de Octubre. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0603,POL-0228,ASE-0213,PRV-0042,VEH-0289,DZM-7009,Vehículos,Volcadura,2023-02-05,2023-02-07,2,30,708,16435.99,14447.21,0.0,16838.16,Reserva,Quito,El vehículo perdió el control en la vía Av. Naciones Unidas y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 00:51 según el reporte policial.,No,No,1,2,No,10,Verde,Reclamo entre 11-30 días de póliza | 2 siniestros del mismo vehículo | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),4,0
SIN-0604,POL-0063,ASE-0033,PRV-0010,,,Hogar,Responsabilidad Civil,2023-01-20,2023-01-20,0,1051,-686,3672.34,3087.35,0.0,40131.48,Reserva,Machala,El vehículo asegurado impactó a un peatón en Av. 24 de Mayo causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,No,No,0,0,Sí,49,Amarillo,⚠️ Proveedor en Lista Restrictiva | Documentos incompletos,2,1
SIN-0605,POL-0199,ASE-0055,PRV-0033,,,Generales,Responsabilidad Civil,2024-03-23,2024-03-23,0,1063,-698,5256.03,4851.66,0.0,10934.34,Cierre Sin Consecuencia,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. Carlos Julio Arosemena. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,2,0,Sí,83,Rojo,2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva,2,1
SIN-0606,POL-0293,ASE-0058,PRV-0047,VEH-0284,ZLA-5624,Vehículos,Responsabilidad Civil,2024-08-20,2024-08-22,2,583,-218,11403.64,9626.71,5843.94,27029.2,Pago Parcial,Loja,Colisión del asegurado contra un vehículo de servicio público en Calle Central. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,1,1,No,26,Verde,Ninguna,0,0
SIN-0607,POL-0106,ASE-0056,PRV-0053,VEH-0298,ERS-9199,Vehículos,Robo,2024-02-09,2024-02-12,3,1363,-998,17556.63,16359.07,0.0,26899.56,Negativa,Quito,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. República. Se realizó la denuncia en la UPC del sector.,No,No,0,4,No,56,Amarillo,Demora denuncia robo >48h | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos,4,1
SIN-0608,POL-0205,ASE-0250,PRV-0033,,,Salud,Maternidad,2023-06-29,2023-06-29,0,335,30,9549.67,8166.75,8166.75,9913.59,Pago Total,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. 10 de Agosto. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,Sí,2,0,Sí,92,Rojo,2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | ⚠️ Documentos inconsistentes detectados | Monto cercano a suma asegurada (>93%),5,1
SIN-0609,POL-0049,ASE-0069,PRV-0034,VEH-0276,FBC-4812,Vehículos,Choque,2023-12-30,2023-12-30,0,29,319,2486.24,2468.28,0.0,28512.42,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Blvd. del Malecón.,Sí,No,1,1,No,58,Amarillo,Reclamo entre 11-30 días de póliza | Proveedor con historial de casos observados,2,0
SIN-0610,POL-0214,ASE-0247,PRV-0051,,,Vida,Invalidez Total,2024-06-30,2024-07-01,1,1199,-834,24600.63,22648.48,22648.48,44286.09,Pago Total,Guayaquil,Colisión frontal en la vía Av. Carlos Julio Arosemena cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0611,POL-0124,ASE-0025,PRV-0027,VEH-0272,AFK-2263,Vehículos,Volcadura,2023-08-19,2023-08-23,4,75,290,22955.92,24027.36,24027.36,23804.42,Pago Total,Quito,El vehículo perdió el control en la vía Av. 10 de Agosto y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 20:03 según el reporte policial.,Sí,No,6,3,No,87,Rojo,Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Proveedor con historial de casos observados | Dinámica de accidente sospechosa (Volcadura) | Reporte con demora moderada (4 días) | Monto cercano a suma asegurada (>93%),7,1
SIN-0612,POL-0148,ASE-0022,PRV-0043,VEH-0248,VKL-3723,Vehículos,Robo Parcial,2024-01-06,2024-01-06,0,119,246,3054.63,3117.8,2234.76,29031.41,Pago Parcial,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. 6 de Diciembre. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,0,No,28,Verde,⚠️ Narrativa similar a otro reclamo (>85% similitud),1,0
SIN-0613,POL-0299,ASE-0139,PRV-0033,VEH-0243,DGF-7221,Vehículos,Volcadura,2024-12-29,2024-12-31,2,122,243,8753.65,7240.08,7240.08,6120.82,Pago Total,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. del Bombero. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,0,Sí,25,Verde,⚠️ Proveedor en Lista Restrictiva | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0614,POL-0267,ASE-0086,PRV-0050,VEH-0136,RPD-9150,Vehículos,Volcadura,2025-01-14,2025-01-14,0,588,-223,19375.51,16639.79,16639.79,20738.84,Pago Total,Guayaquil,El vehículo perdió el control en la vía Av. del Bombero y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 01:58 según el reporte policial.,No,No,1,0,No,10,Verde,Documentos incompletos | Dinámica de accidente sospechosa (Volcadura),2,0
